word,toxic
อยากถูกเธอเรียกว่าแฟน,1
ทำตัวเป็นเด็กขนาดนี้ไปกินนมแม่เถอะไป,6
ถ่ายคลิปมันไว้,4
5555 โอ๊ย สงสารลูก หวังว่าจะได้ความฉลาดจากพ่อนะ,6
คิดว่าตัวเองหล่อมากกก มั่นเกิน,6
มีกลิ่นนี่กลิ่นปากมันเองป่าว เวลากินอะ oops!,5
คนนั้นซิงจ้า,3
จับกดเลยได้มั้ย,3
สนใจคนที่ไม่สนใจทำไม,1
นี่คือหลักฐานว่าเขาเป็นพวกโรคจิต,4
เป็นกำลังใจให้ค่ะ อยู่สถานะคล้ายกันค่ะ ตอนนี้พยายามทำดีให้มากขึ้น ชมตัวเองบ้าง ยิ้มให้ตัวเองบ้าง และสิ่งสำคัญให้ค่ากับตัวเองมากขึ้น เป็นกำลังใจให้เองให้เป็นพอๆกับให้คนอื่น สู้ๆนะคะ,1
อยากใกล้ชิดขอแค่เส้นผมเธอก็ยังดี,3
อยากจะตายมากเลยใช่ป่ะ,3
นี่เรียกหล่อแล้วหรอ,6
ชั้นต่ำมากแค่เห็นชื่อร้านก็ขยะแขยงแล้ว,5
ใครมีปัญหากูชนไม่เลือกหน้า #พวกไม่เอารุ่น,3
หน้าอย่างพี่ ไม่มีใครเอาหรอก,6
ดูเขาดิคุ้นๆเนอะ อุบ,6
เจ้าเด็กน่ารัก,1
จากที่เคยเป็นคนไม่คิดถึงใครคนไหน,1
อาการผิดปกติอะไรก็ตามที่เป็นถ้าเสิร์ชอินเทอร์เน็ตเน็ตมึงเตรียมตัวตายได้เลย😂,1
แล้วเพลงคริสมาส เข้ากับเหตุการณ์มากๆ5555,1
อีควาย ไม่รู้จักการแต่งแบบดูเหมือนไม่แต่งหรอ,6
อ่อนแอก็แพ้ไป,1
เขาไม่ได้ชอบมึงขนาดนั้น,2
เราจะเป็นง่อยกันหมดดดด #รีวิวเซเว่น,1
ตัวประหลาด ไม่ปกติ,5
เห็นอะไรแบบแล้วหงุดหงิดชิบหายเลย มึงทำให้มันตรงกลางพอดีไม่ได้หรอ,2
วงการกินเด็ก กินแล้วอยากกินอีก,3
เข้าใจเลย นี่แหละที่อยู่ในใจเรา,1
ดูก็รู้ว่าปลอม,4
และแบบอยากให้คนมาเคารพอ่ะ กูมองบนจ้า มึงดูสิ่งที่มึงทำก่อนนะ,4
จะไปทำไรกินได้,5
ว่าาาาา,1
นี่กูแกล้งโกหกว่าไม่รู้ เขารู้กันหมดและคุณ,4
แต่ในเพจมีผัวเมียคู่นึง จริงๆก็หลายคู่ที่ทำแบบนี้,4
ค่อมมันเลยเอาให้แตก,3
อิบางคนก็โหนเป็นทาซานเลยสัตว์,2
สำคัญตัวเองมากไปเปล่า,2
ช่วงนี้จิตใจหวั่นไหวมาก ใครด่ามาคือพร้อมไปมาก... ไปต่อยมึงอะอิควาย,6
คนรอตบมึงเต็มรร,2
ต้องทำตัวก๋ากั่นแบบทอมบอย อีเปรี้ยวตลาดสด,5
พวกเราเกียจมัน,2
ฟาดมา=ฟาดกลับ ไม่โกง!,3
หลุด ก่อนเจ้าตัวมาเห็น,4
นี่คือหลักฐานว่ามันเอากับผัวชาวบ้าน,4
อ้าว! เมื่อก่อนเคยตั้งกระทู้ว่าเป็นคนกินง่าย จริงหรือปล่าว,4
กากทำเก่ง,6
ความคิดลบ ลบทุกอย่าง ยกเว้นเลือด,2
บอกเพื่อนชอบขับรถใหญ่เพื่อนจะขายรถเมล์ให้ งง แกคิดว่าเพื่อนแบบนี้น่าคบปะ,2
นี่เรียกมีสมองแล้วหรอ,5
พี่ใหญ่นะน้องไหวหรอ,3
ไม่ได้ประจานไรหรอกนะแต่แบบเเครี่เล่นเหี้ยเกิน ไม่เคยรวมเเยกไปคนเดียวแบบคืองงมาก,4
อยากกินชาบู,1
แปลกคน คิดได้แค่นี้จริงสิ,5
หน้าเหมือนกับกระดาด สงสัยทำมาเยอะ,5
จะให้เขาเอาคนมีสมอง มาเถียงกับคนไม่มีสมองทำไมอ่ะคะ งง,2
ดูเอาเขาพัง เพราะทำตัวเองทั้งนั้น,4
ฉลาดจริงเรื่อง เสือกผัวเมียชาวบ้าน,2
อยากเป็นผีในห้องเขาเผื่อได้ดูตอนอาบน้ำ,3
ขอยกคนไปถากๆ คืนสักสองสามทีได้ไหม,3
ทั้งหนา ทั้งเทา,5
แหกมันออกมาจ้า,4
หนาวสุดๆเลย,1
เหมือนกันเลย //จับมือ,1
ดูไร้ค่าจัด ร่านหอยเอาไปทั่ว,3
เห็นหมี,3
นรกส่งมาเกิด,6
ใครไม่ร้องเพลงคือพวกชังชาติ ล้มล้างสถาบันกษัตย์ ต่อต้านประชาธิปไตย สลิ่มชอบใจคุณครูคง ปัญญาอ่อนตาม,5
เปิดโปง ระดับ HD และภาพสต็อก ภาพประกอบ,4
ความดี,1
โครตแมนเลยครับ ลูกผู้ชายมาก ถุย,6
กระแดะ,6
เสียวหลักร้อย 18+,3
แค่นี้ก็ไม่มีปัญญาซื้อ,6
คนแบบนั้ั้นน่าเกียจ,2
เค้าที่จะเอาหนังสัตว์มาทำกระเป๋านะ​ แอ๊บ อวดผัว​ ดูเพื่อนในกลุ่มคือไปพักน้า​,2
แบน,3
ขอบคุณสำหรับคำแนะนำมากค่ะ จะลองทำดู,1
ต่อยผู้หญิงว่าแมนแล้วแถยิ่งแมนกว่า ถุย,6
เบาๆหน่อยนะ กลัวคนไม่รู้ว่าร่านหรอ,6
ฉันชอบเขา,1
ถามจริงยังกล้าเรียกตัวเองว่าเป็นครูอีกหรอวะ,4
วัวล้วนๆ ไม่มีควายผสม,6
อ่าว ลบเลย ว่าจะreply นี่นะทุกคน ตัวอย่างของการสักแต่ฉอด อย่าทำให้ตัวเองดูโง่,4
ไม่ตั้งใจเรียนระวังเอฟนะครับ,3
โง่ดักดานกว่านี้มีอีกไหม,5
โป้ะ แล้วจ้า,4
แหกความเน่าของโรงเรียนในทวิต,4
คิดถึงคนอื่นบ้างนะ,2
ไม่เคยเจอเด็กเปรต ก็พูดได้สิ เคยเจอเด็กด่าครูต่อหน้าว่า “ควย” รึยังครับถึงกล้าเสนอหน้าทำรู้ดี,4
ดีเลย อยากต่อยมึงพอดีไอแม้ว,3
กลายเป็นโป๊ะเอง555,4
คนนั้น1วิแตก,3
อุบาทว์,5
ทางนี้ก็เพิ่งสังเกตว่าพิมพ์ตามเขาเป๊ะๆเลยเช่นกันค่ะ,1
เธอคะการที่เธอด่าเด็กแซะเด็กในห้องเรียนไม่ได้เรียกว่าผู้ดีมีมารยาทนะคะ ฝากไว้ให้คิด,2
เป็นเด็กหลบหนีเข้าประเทศลูกต่างด้าวสินะ พูดไม่ชัดออกเสียงไม่ชัดแบบนั้น,5
รู้ทุกเรื่อง เหมือนป้าแถวบ้าน,6
ไปสมัครงานคนครัวร้านอาหาร สิ่งแรกคือความสะอาดนะ เล็บยาว รังแค เกาเป็นกลากเกลื้อนเลย ใครเขาจะรับเข้าครัว,5
บทป่วย เพิ่งมารู้ว่าใครเป็นผู้จัด ก็เลยไม่แปลกใจ ป่วย! เจอแบบนี้ตัดสินใจได้เลย เลิกดู,5
มองจะดาวอื่นยังรู้เลยว่ามึงเป็นคนเลว,4
ภาษาอังกฤษคุณดู งูๆ ปลาๆ มาก,5
เจ็บแบบซ้ำๆ,1
ระยองซวยเพราะคนหัวควยบริหารประเทศ,6
ทุเรศมากผู้ชายบางคนอะ,2
พูดแล้วนึกถึงแฟนเก่าเพื่อน ห้ามเพื่อนใส่ขาสั้น ห้ามเสื้อเปิดไหล่ โอ้ย เป็นหมาบ้าหรอ ถ้ามีแฟนแล้วมีแบบนั้น กูโสดแบบนี้ยังดีกว่าอีก พูดจริงๆ,4
ที่ดูแล้วมันไม่มีแฟน เกย์ชัว,5
ความเลว,1
หรือว่าเราเคยพบกัน,1
วันนี้กูต่อยมึงแน่,6
ตบมาตบกลับไม่โกงนะ บัตร 5500 ยังจ่ายได้ 500 เรื่องขี้เล็บจ้ะ พูดจาแบบนี้เก็บปากไว้อมเหรียญตอนตายมั๊ยจ๊ะ,3
คนนั้น1วิแตก,6
ทำไมหน้าหลังเท่ากันเลยล่ะ,6
นึกว่ากาฝากนะเนี่ย,4
ถ้ารัฐบาลออกกฎเหมือนประเทศนอก จะมีประชาชนทำตามไม #ฝุ่นกรุงเทพ #ฝุ่นPM25 #ฝุ่นพิษ,1
หมาเหงามานั่งโพสถาม 55555,6
อีไม่มีสมอง สมควรอยู่ตัวคนเดียวแบบนั้นแหละ,2
ถามจริงจ่ารับมาเท่าไหร่,4
ใครไม่ร้องเพลงคือพวกชังชาติ ล้มล้างสถาบันกษัตย์ ต่อต้านประชาธิปไตย สลิ่มชอบใจคุณครูคง ปัญญาอ่อนตาม,2
แฉสาววัย 21 ปี ขโมยของร้าน 10 บาท และนำมาเปิดร้านขาย 5 บาท,4
แค่นี้ก็จัดการไม่ได้,6
หยาบคายไปป่าว การศึกษาก็มี,2
พลาดแล้วนะ ฉลาดหน่อยสิ,5
อาจารย์ตัวปลอมป่าวว่ะ ป่วยมาก,6
วันนี้วันอะไร,1
จังหวะเสียงดีขนาดนี้ตอนปฏิบัติจริงจะขนาดใหนนะ,3
ก็รู้ๆกันอยู่,4
คคุณแจรถพร้อม บ้านเธออยู่ใหนจะเข้าไปจัดเดี๋ยวนี้เลย,3
โชว์โง่อีก,6
เอาโว๊ย ตบสิๆ ตบสิคะพร้อมสวนมาก รอเหี้ยไรอยู่ล่ะคะ,3
เม้นล่างหรือบนดีละ55555,6
ภาษาไทยครูคนนี้ไม่ไหวแล้ว จริงๆตอนสอบเข้ามาชื่อเสียงมันดีไง ใครจะคิดว่าเข้ามาแล้วเจออะไรแบบนี้,4
ไม่ขออะไรมาก แค่ดมจิมิพอ,3
อีนมใหญ่,6
จับมือๆ,1
แอบรูัู้มาว่ายายนี่ร่านหอยเอาไปทั่ว,3
เป็น นักเรียน.. ดีๆไม่ชอบ!!!!! อยากเป็น นักเลงอย่างนั้น!!!!!,2
ไม่ใช่แค่ไอยูละ ตอนนี้ศิลปินคนทำเพลงแม่งน่าจะดูรายการนี้กันหมด รายการแฉซาแจกิ ล่าสุดซอนมีก็ลงไอจีสตรอรี่ละ พร้อมอีโมจิ อีควาย รวมพลเลยแม่ไอยูซอนมีจับมือ แหกๆต้องแหกมันนะคะ!!,4
นมจขพเป็นนมควายล้วนไม่มีวัวผสม,5
แฮชแท็กกูไม่ได้มีผลเหี้ยอะไรกะเซลสมองมึงเลยเหรอ กูเสียใจนะ,6
จริง คนข้างบ้านนี่ปากดี จะพูดซ้ำๆ ตอกหน้ายายแกไปเรื่อยๆ,5
แบน,5
อีหยอย,5
แปลกมากทัศนคติแบบ อืม,5
เรียนไหนครับเฮีย,1
เอาโว๊ย ตบสิๆ ตบสิคะพร้อมสวนมาก รอเหี้ยไรอยู่ล่ะคะ,6
นี่รู้ยังยายนี่ซิงจ้า,4
ดูรูปเอาเลยจ้า,4
คนโง่บริหารประเทศก็แบบนี้แหละ. 55555,5
สำคัญตัวเองมากไปเปล่า,2
ก่อนจะคิดว่าโลกนี้มีแต่ไม้เรียวแก้ไขได้ ไปหัดหาอ่านบ้างว่าโลกอื่นๆเขาแก้ปัญหายังไง,4
อยากกินสลิ่มจัง,2
นึกว่ามันจะรอดสุดท้ายก็ทำไม่ได้,2
ว่างมากเลยครับ,1
อยากเป็นไอติมเลยแฮะ,6
เผาบ้านเผาเมือง คนที่รู้ดีที่สุดคือ นายสุเทพ พลเอกประยุทธ์ และ เนวิน ให้อุ๊ไปถาม3คนนี้ ใครวางแผนเผา ใครสั่ง ให้ใครเผา ถ้า3คนนี้พูดความจริง นั่นคือความจริง แต่ถ้าโกหกก็ช่วยไม่ได้ ตอนนั้นพรรคห้อยคุมมหาดไทย #เดินเชียร์ลุงโป๊ะแตก,4
มีปมอะไรหรือป่าว 55555,6
ไอ้แมงดาหากินกับผู้หญิง,6
ตุ๊ดหมีควาย,5
โง่แล้วไม่เจียม,5
กระดาน,5
มึงจะไปสัมภาษณ์เค้าทำไมอะ กุงงมากจริงๆ ลูกเค้าเสีย ไม่มีทางจรรยาบรรณเลยแย่มากช่องข่าวปัญญาอ่อน,5
ตอนลำบากโทรหากูอย่างบ่อย พอสบายขึ้นมาหน่อย เสือกนินทากู,2
เราต้องประจานให้ทุกคนรู้ว่าจริงๆเขาเป็นยังไง,4
แต่วตัวหญิงๆบ้าง ใส่เดรสหน่อย แต่งหน้าบ้างเหอะ หน้าแบบนี้แล้าออกมาได้ไง,2
มาสิมา เจอกันตัวๆมา,3
อุ๊บ หลุดมาได้ไง,4
แสดงว่ายังไม่รู้จัก น้องออย รอยจูบ,4
นี่เรียกมีสมองแล้วหรอ,6
เก่งกว่าบาริสต้าก็แม่ก๊อตนี่แหละ...ชงเก่งงง,1
ดูสิ ใครมาสวัสดีปีใหม่ลาซาด้า 🥰,1
ลุงบางคนพึ่งรู้จักกูเกิ้ล,4
ทำให้้ตัวเองดูโง่เอง,5
ใครจะเอาคนอย่างมึง,2
เธอมีสิทธิ์อะไรหรอ,2
เห็นเขานมใหญ่ขนาดนั้นแต่ไม่มีปัญญาเอาผัวให้หยุดกับตัวเอง,3
อุ๊ยควายแท้ๆ,6
อยากเล่นมา2ปีแล้วกลั้นใจไม่ซื้อเครื่องอยู่นาน เพราะคอมพังเลยได้เล่นสักที,1
ขอดูหน้าคนที่บอกจะโพสประจาน เมื่อกี้หน่อยจ้าา,4
สั่งคน อื่นแล้วตัวเองทำยังหรอ ไม่เห็นทำเลยนะ,4
ก็ดูชื่อเพจสิ ไม่แปลกใจ,4
ไม่มีวัวผสมเลยค่ะ,5
ดำ เตี้ย เล็ก หน้าสิว แต่งตัวเกินวัย เหมือนจะไปขายตัว,5
รัฐบาลหัวควย,6
นิสัยแบบนั้นเป็นผมลาออกไปแล้วนะ,5
เอารุ่นนี่ี่คือเอากับรุ่นน้องได้ใช่ป่ะ,3
ชอบนัดทั้งเพื่อนสนิททั้งผู้หญิงและผู้ชาย สงสัยจะชอบ...หมู่,6
ลูกคุณหนูๆ วิ่งในทุ่งลาเวนเดอร์,2
นี่คือหลักฐานว่าเขาเป็นคนไม่รู้จักพอ,4
วันไหนมึงตายกูจะเดินแจกมินิฮาร์ทให้ทุกคนทั้งวันเลยสัตว์,6
เบื่อความคิดได้ดีเพราะไม้เรียว ปัญญาอ่อนจ้า อยู่ที่ตัวมึงค่ะฮัลโหล,5
นักแสดงเล่นดีนะ แต่บทห่วยมาก ทนดูได้ถึงแค่ ep7 เจ้ไก่ทำละครถอยหลังมาก,2
จริงๆแล้วเขาเป็นคนโง่อวดฉลาด,4
มองจะดาวอื่นยังรู้เลยว่ามึงเป็นคนเลว,6
การชอบเขาไม่ผิดค่ะ ผิดที่ไม่จัดการความรู้สึกตัวเอง แล้วมันทำให้มอโดนคนนอกตั้งคำถามด้วยว่าคุยกันแบบไหน สนิทขนาดไหน นตถึงไม่มูฟออน,2
ดูไร้ค่าจัด ผู้ชายขายน้ำ,3
ก็ดูแลดีอยู่นะ,1
พูดหยาบไม่พอ สกปรกอีก,5
สติปัญญามีแค่นี้หรือต่ำกว่านี้เวลาจะพิสูจน์,5
พวกล้าหลัง คลั่งชาติ,5
นางเอกจริงหรอ ทำไมนิสัยแย่แบบนั้น,2
ลูกน่าจะฉลาดกว่านี้นะ,5
ทำแบบนี้,1
ขี้เหยียดอ่ะ คำหยาบก้เยอะรูปร่างเปลี่ยนแต่ขี้เหยียดแบบนี้ก้ไม่ไหวนะคะ,5
พอมาเห็นที่คุณเขียนก็ว่าทำไมไม่ค่อยชอบเขียนเพราะงี้นี่เอง ใครจะไปอ่านลายมือคุณออก,5
สถุนชั้นตำ ขยะสังคม รกโลกจังเลยคนแบบนี้ เห็นแล้วหงุดหงิดอยู่ไกล้ๆจะเอาตีนกระแทกหน้าสักที หมั่นไส้,3
มึงเจอดีแน่กล้ามายุ่งกับคนของกู,3
ยังไม่ทันจะเอ่ยคำพูดจา,1
มันสอดรู้ สมควรอยู่คนเดียว,2
เมย์คือสาดเเดกสุด ไม่ยอมให้กูส่งงานซ่อม ได้ๆกูโทรหาเเม่ สรุปกลัวเเม่กู,4
ทำให้ฉัน,1
แกตั้งใจแล้วจริงหรอ ทำได้แค่นี้อะนะ,2
เขาไม่ได้โง่จ้า แค่ไม่มีสมองตั้งแต่แรก,5
mindset นางคือแย่มากนะ อคติไม่พอ เหยียดคนอื่นอีก,2
กล้วยเขาใหญ่,3
บุกบ้านได้ก็จะบุกเลยจังหวะนี้,3
หนูขอเอาไปลงสตอรี่ได้ไหมคะ,1
"เรื่องมีอยู่ว่า ผมเห็นเขาประกาศขายไอโฟน6พลัส ผมจึงจะเอาไอโฟน6ผมเทิร์นแล้วบวกเงิน2,500บาทถ้วน ตั้งแต่วันที่13 พฤศจิกายน จนถึงวันนี้ยังไม่มีของมาส่งที่บ้านเลยครับ ใครมีเป็นเพื่อนก็ช่วยบอกด้วยนะครับ คนก็หาตังมาครับ",4
ค่าของคน อยู่ที่เป็นคนของใคร,4
นี่รู้ยังคนนั้นซิงจ้า,6
แตกหนึ่งวิชา,4
จดอะไรหรอ,1
เเม่หรือเมีย!!,6
ดูไม่เห็นจะเก่งนะ,6
ต้องเหยียบมันให้จม,3
เกรียนไทย,6
แค่นี้ก็ทำไม่เป็นหรอ กาก,6
นี่เรียกหล่อแล้วหรอ,5
ดูนี่นะเขาเป็นแบบนี้แหละ,4
อาจารย์ตัวปลอมป่าวว่ะ ป่วยมาก,5
ทุกวันนี้ลูกยังอยู่ดีมั้ย ดูทรงละไม่น่าโต,6
เป็น นักเรียน.. ดีๆไม่ชอบ!!!!! อยากเป็น นักเลงอย่างนั้น!!!!!,4
เทียบกันคำต่อคำ นิสิตดูมีวุฒิภาวะและมีเหตุผลมาอธิบายได้ดีกว่าคนเป็นอาจารย์ที่ดูจะไปทางประชดประชัน,5
ทำตัวให้มันดีๆเหมือนคนอื่นเขาหน่อยได้ไหม,2
คนนั้นไง ที่แม่งสวยออกหน้าออกตา,2
น่าแปลกที่มีคนเอา,5
ขออนุญาตโพสลงเฟสได้ไหมคะเธอ,1
แค่เจอเธอคนนี้,1
ไม่รู้ทำไมและเพราะอะไร,1
อาจเคยพบกันในวันใดเมื่อวันนั้น,1
กินนมก็ไม่สูงหรอกขนาดนมยังไม่มีเลย,6
มันแอบแท็กกันไม่ใช่แค่อันสองอัน เกือบทุกอัน,4
ลบเม้นต์ทำไมล่ะ ไม่แน่จริงนี่,6
อีลูกแม่ค้านั่งตลาด,6
แค่นี้ก้ไม่หมดแก้ว ปอด,6
จริงครับ คนนั้นเขาเป็นแบบนั้นจิงๆ,4
กูโมโหกูอยากฆ่ามัน,3
แบน,6
สั่งคน อื่นแล้วตัวเองทำยัง,2
อยากฟินก็มาห้องพี่,3
บักแตกโม,3
คิดว่าเล็ก ของจริงดันใหญ่,3
เหมือนตัวที่ขโมยไก่ไปกินในน้ำเลย,6
คนปกติเค้าไม่ทำกันหรอกค่ะ,2
ถ้ารวยแล้วสันดานงี้ไม่มีใครมานั่งอิจฉามึงหรอก อย่าสำคัญหนังหน้า,5
อ่อนดีเคี้ยวกรุบกรอบ,3
หน้าโหล,6
คนบางคนพึ่งรู้จักว่าโตแล้วควรทำตัวยังไง,5
เลิกใส่ชุดนร.หรือพละไปนั่งดูดบุหรี่ที่สวนในพารากอนเหอะ ตอนเพื่อนถามว่านั้นเด็กรร.เก่ามึงป่ะ คืออย่างอาย ถ้าเป็นชุดธรรมดาไม่มีใครเขาสนใจหรอก แต่คาชุดสถาบันอ่ะ ลาบ,2
โตเกินวัยนะ ดูหุ่นนั่นดิ,3
ผู้หญิงหยาบคาย = จริงใจ ผู้หญิงแบ๊ว = ปลอม,2
เขาไม่น่าจะมีนะ สมองน่ะ,2
ไอ้หน้าหี,3
ขอดมหน่อย,6
แชทอยากจูงมือแฟนตอนมืดๆ เดี๋ยว มันมีอะไรกันน้า,4
เรามีเพื่อนเป็นผู้ชายสายอ่อนโยนสายน่ารักคนนึงค่ะ นี่มองว่าการที่ผู้ชายร้องไห้เป็นเรื่องปกติ อ่อนแอได้ งองแงได้,1
อย่าให้กูต้องลุกไปต่อยมึงนะ,3
นั่นสิ ความเสียใจไม่สนุกเลย,1
ผู้หญิง ก็ไม่ชอบ ผู้ชาย ไม่มีมารยาท วางตัวเป็นใหญ่ คิดว่าตัวเองเป็นศูนย์กลางของจักรวาลแบบคุณค่ะ,5
มองหน้าหรือมองกล้วยดีนะ,3
กูวอร์มมือรอแล้วนะแหม่ม เอาหมัดกูไปแดกแทนข้าวมั้ย เผื่อจะมีมันสมองขึ้นบ้าง,5
สวยไม่มีสมอง,5
นี่รู้ยังคนนี่เป็นผู้ขายน้ำจ้า,6
ได้ดีเพราะไม้เรียว ทำไมประเทศยังไม่เจริญสักทีนะ,5
อีหลงตัวเอง,5
ไม่รู้จักกันยังเกลียด งง ใจ,2
เกินความจำเป็น,1
หนัง Netflix 4K ยังชัดไม่เท่านายกบ้านเราเลยนะพี่เอาจริง ๆ,4
ทำไมเธอถึงไม่เหมือนกับพี่ชาย,5
ใจร้ายจริง,1
ผมนุ่มตรงสลวยขนาดนี้ ตรงนั้นจะเรียงตัวสวยขนาดไหน,6
มีปัญญาทำได้แค่นี้หรอ,5
ไปศัลยกรรมเหอะ,5
จากใจคนชอบแดกน้ำแข็ง มึงน้ำแข็งแบบนี้สำหรับกูคือดีสามารถทำให้เป๊ปซี่ธรรมดาเป็นเป๊ปซี่ปั่นได้กูให้เลยร้อยคะแนนเต็ม,1
มึงอยากให้กูตามตบมึงไหมอีสัตว์ ไม่มีปัญญาคืนอย่าเสร่อมายืม,4
ไม่ไปก็ไม่บอก,1
ยังไม่เคยจะปล่อยให้ใครเข้ามา,1
ทำให้ฉัน,1
ไก่ก็นะ ฝีมือนางตกไป เล่นตัวคิดว่าตัวเองเจ๋งเหมือนเมื่อก่อน,2
สีขาวดีกว่าสีดำ,1
ว้าว สอนเก่งแซะเก่ง,6
กระดาษเรียกพี่,6
ตบมาตบกลับไม่โกงนะ บัตร 5500 ยังจ่ายได้ 500 เรื่องขี้เล็บจ้ะ พูดจาแบบนี้เก็บปากไว้อมเหรียญตอนตายมั๊ยจ๊ะ,4
ลับหลังคนละเรื่องเลย,1
อะไรที่ทำด้วยใจ กับ ทำด้วยหน้าที่ มันต่างกันนะ,1
หิวก็แดกข้าวห้าวก็มาแตกตีน,3
คุยกับเรา นี่ไม่เบื่อบ้างหรอ,1
น้องสาวผ่านแอปอะไรมาบ้างจ้ะ,5
อีควาย ไม่รู้จักการแต่งแบบดูเหมือนไม่แต่งหรอ,5
ไปหาอะไรกินกันไหม,1
คนสูงๆเขาไมทำกันแล้วนะแบบนี้,2
หมาเหงามานั่งโพสถาม 55555,5
ยามยังมีเกียรติกว่านายพลอีก,6
ตุ๊ดหมีควาย,6
จนกะเดะทำหัวสูง,6
ตอนปี้กันพวกเอ็งคิดไงวะ ถามจริง?,6
ทางนี้ไม่กลัวดึกทางนั้นไหวป่าวล่ะ,6
คนบางคนพึ่งรู้จักว่าโตแล้วควรทำตัวยังไง,4
ประหลาดคน,5
เรื่องของมึงค่ะ,2
เรื่องที่ทำให้ยิ้มได้คือได้ดูหำผู้ชายที่ชอบ,3
ใครจับมืออีตู่นี่กุขอเหยียดนะ เสนียดสัส อีหน้าหน่อเเตด,2
จับแก้ผ้าดูเลย,3
ดูก้นใหญ่ๆหน้าอกใหญ่ๆ นั่นดิ,6
คนอื่นเขาไม่ได้จะเหยียดนางนะ แต่นางปล่อยตัวเองเกินไปจนสภาพดูไม่ได้เลยอะ สภาพแบบนี้เป็นใครก็ไม่อยากอยู่ด้วยหรอกนะ ทำไมจ้องแต่จะคิดว่าคนอื่นเขาผิดอยู่เรื่อย เธอคิดจะมองที่ตัวเองบ้างปะ โทษแต่คนอื่น นางอะเหยียดคนอื่น,2
จะรอดหรอ,6
ไปนั่งดูเขาไลฟ์มาละตลกมาก อีสัตว์ บอกฟังพี่นะครับ พี่จะสอน แล้วเดดแอร์ไปนิดนึงเหมือนแบบ เหี้ย กูโง่นี่หว่า ไม่มีไรจะมาฉอดสู้ สักพักเฉไฉไปเรื่องชอบนั่งรถไฟมาก กูงงไปหมด ที่ต้องไปพักคือมึงเนี่ย,2
1300 กอดไม่ค่อยอุ่น ไม่ตรงปก,6
ปลอมล้วนจ้า,5
หืมจังหวะหัวนางกระแทกโต๊ะไม่น่ารู้สึกตัวอีกเลย,2
Aปากไม่ดี เห็นBยังไงก็ได้ ไม่ว่าจะมาใหม่หรือไม่สู้คนเลยชอบกวน เออ ชอบเขานั่นแหละ แต่ปากไม่ดี ว่าตีกระทบรึว่าเหน็บแรงๆ แล้วก็โดนเขาตอกหน้ามา ได้ทั้งวาจาและกำปั้น,5
แมสแล้วไง ใครเขาสนใจ อย่าหลงตัวเองสิ,5
แค่เพียงสบสายตา,1
ขอบคุณมากเลยนะคะทจะพยายามชมตัวเองบ่อยๆเลย,1
เปิดเดี๋ยวตามเลย,3
มีแต่สัตว์ดิรัจฉานที่อยู่แต่ในป่านั้นหล่ะที่คิดแบบนั้น,5
มีเรื่องจะระบายกับชาวทวิตทุกคน คือว่าเรามีน้องชายเว้ย น้องเราเป็นคนที่ติดเกมมากๆชอบดูแคสเกมเถื่อนๆที่ไม่ใช่youtebebersอ่ะ แล้วน้องเราชอบด่าผู้ใหญ่ในบ้าน ตบตีย่าบ้าง คือเด็กอ่ะแค่เด็กป.4 แล้วนี่จ้าเผาเสื้อเรา จะเผาบ้านแล้วแม่#เด็กนรก#วอนสังคมประจานมันทีค่ะ,4
เมื่อก่อนนี่ก็ไม่ชอบยังไง ก็ไม่ชอบอยู่ แบบไม่ชอบเลยอ่ะ,2
เจอละ นี่คือต้นตอสินะ....,4
เป็นครับ ไม่ เบาหวาน ก็ใขมันอุดอัน,6
ขอแคปเจอร์ลงสตอรี่นะคะชอบมากๆ,1
แตก1,4
มึงไม่รอดแน่ทำอะไรไว้จำไม่ได้รึไง,3
ขนส่วนสาขาย่อยขนาดนี้ แล้วสาขาใหญ่จะขนาดใหน,3
ถึงยุคที่สลิ่มจะตีกับสบู่ เพราะคนใช้สบู่ไม่สลิ่ม .,2
ไม่มีหี กูก็นัดตบมึงได้,3
แสดงว่ายังไม่รู้จัก น้องออย รอยจูบ,3
ช่วยกันป้องกันโรคบ้าจากมันด้วย,2
วัวล้วนๆ ไม่มีควายผสม,5
ไร้ประโยชน์​,5
นึกถึงใครไม่ได้เลยที่เป็นแบบนั้น,4
ขอลอกการบ้านหน่อย,1
คนโง่ๆควายๆอย่างมึง,5
มารยาทส่วนรวมไม่มียังไปตบเค้าอีก,5
อีหลงตัวเอง,2
หยุดเขาไม่อยู่จริงๆ ที่ 1 เลย เรื่องโง่ๆเนี่ย!,2
ขอโทษค่ะ ตอนแรกเรานึกว่า ลูกประคบ 55555555555 //แล้วมีดอกลั่นทมเหมือนกันด้วย,1
อย่าให้กูรู้ มึงเจอกูได้เลย,6
ใครจับมืออีตู่นี่กุขอเหยียดนะ เสนียดสัส อีหน้าหน่อเเตด,5
โจมตี,1
ทำเป็นพระเอกทั้งที่ตัวเองโครตกาก,6
จริงๆแล้วเขาเป็นซ่อนรูป จับแก้ผ้าดูเลย,3
จะไปสมัครงานครัว แต่เล็บดำ รังแคเต็มเสื้อ นั่งเกาแกร็กๆ ใครที่ไหนมันจะรับอ่ะ,2
เธอเป็นใคร,1
เลียให้ล้มเลย,3
คุณพูดชื่อรร.ให้ถูกก่อนมั้ย มีสิทธิ์อะไรมาบอกให้ลาออก,5
เด็กแล้วไงกูก็เย็ดมึงได้แล้วกัน,3
